"ID","Series","Stock Entry Type","Company","Stock Entry (Outward GIT)","Source Stock Entry (Manufacture)","Purpose","Add to Transit","Work Order","Purchase Order","Subcontracting Order","Delivery Note No","Sales Invoice No","Pick List","Purchase Receipt No","Asset Repair","Posting Date","Posting Time","Edit Posting Date and Time","Inspection Required","Apply Putaway Rule","From BOM","Use Multi-Level BOM","BOM No","Finished Good Quantity ","% Process Loss","Process Loss Qty","Default Source Warehouse","Source Warehouse Address Link","Source Warehouse Address","Default Target Warehouse","Target Warehouse Address Link","Target Warehouse Address","Scan Barcode","Total Outgoing Value (Consumption)","Total Incoming Value (Receipt)","Total Value Difference (Incoming - Outgoing)","Total Additional Costs","Supplier","Supplier Name","Supplier Address","Address","Project","Cost Center","Print Heading","Letter Head","Is Opening","Remarks","Per Transferred","Total Amount","Job Card","Amended From","Credit Note","Is Return","ID (Items)","Conversion Factor (Items)","Item Code (Items)","Qty (Items)","Stock UOM (Items)","UOM (Items)","Actual Qty (at source/target) (Items)","Additional Cost (Items)","Against Stock Entry (Items)","Allow Alternative Item (Items)","Allow Zero Valuation Rate (Items)","Amount (Items)","Barcode (Items)","Basic Amount (Items)","Basic Rate (as per Stock UOM) (Items)","Batch No (Items)","BOM No (Items)","Cost Center (Items)","Description (Items)","Difference Account (Items)","Has Item Scanned (Items)","Image (Items)","Is Finished Item (Items)","Is Scrap Item (Items)","Item Group (Items)","Item Name (Items)","Job Card Item (Items)","Material Request (Items)","Material Request Item (Items)","Original Item (Items)","PO Supplied Item (Items)","Project (Items)","Putaway Rule (Items)","Qty as per Stock UOM (Items)","Quality Inspection (Items)","Reference Purchase Receipt (Items)","Retain Sample (Items)","Sample Quantity (Items)","SCO Supplied Item (Items)","Serial and Batch Bundle (Items)","Serial No (Items)","Set Basic Rate Manually (Items)","Source Warehouse (Items)","Stock Entry Child (Items)","Subcontracted Item (Items)","Target Warehouse (Items)","Transferred Qty (Items)","Use Serial No / Batch Fields (Items)","Valuation Rate (Items)","ID (Additional Costs)","Account Currency (Additional Costs)","Amount (Additional Costs)","Amount (Company Currency) (Additional Costs)","Description (Additional Costs)","Exchange Rate (Additional Costs)","Expense Account (Additional Costs)","Has Corrective Cost (Additional Costs)","Has Operating Cost (Additional Costs)","Operation ID (Additional Costs)","Qty (Additional Costs)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","fk1vhbi20t",1.0,"Sticker (Serial No)",4.0,"Nos","Nos",19.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","Sticker(Serial No)","Stock Adjustment - TPL",0,"",0,0,"To Group","Sticker (Serial No)","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260716-011","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0051","","","","","","","","2026-07-16","11:52:12.331857",0,0,0,1,0,"BOM-Radiator-001",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",8.0,8.0,0.0,0.0,"","","","","","","","","No","",0.0,8.0,"","","",0,"ddp8499bin",1.0,"Drain Plug",4.0,"Nos","Nos",34.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","Drain Plug","Stock Adjustment - TPL",0,"",0,0,"To Group","Drain Plug","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ddpo8pmg0h",1.0,"RAD Drain Bush",4.0,"Nos","Nos",20.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","RAD Drain Bush","Stock Adjustment - TPL",0,"",0,0,"To Group","RAD Drain Bush","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260716-010","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0046","","","","","","","","2026-07-16","10:04:32.524923",0,0,0,1,0,"BOM-R215 OC Top & Bottom Tank 70x113x7.5x377LG-001",8.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",24.88,24.88,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"ebkus9t0bb",1.0,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG",24.88,"Kg","Kg",24.88,0.0,"",0,0,24.88,"",24.88,1.0,"","","Main - TPL","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","","","","","","","",24.88,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ebkthv899f",1.0,"R215 OC Top & Bottom Tank 70x113x7.5x377LG",8.0,"Nos","Nos",2.0,0.0,"",0,0,24.88,"",24.88,3.11,"","BOM-R215 OC Top & Bottom Tank 70x113x7.5x377LG-001","Main - TPL","OC Top &amp; Bottom Tank","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 OC Top & Bottom Tank 70x113x7.5x377LG","","","","","","","",8.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,3.11,"","","","","","","","","","",""
"SE-260716-009","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0060","","","","","","","","2026-07-16","10:04:15.437794",0,0,0,1,0,"BOM-R215 RAD Top and Bottom Tank-001",8.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",19.6,19.6,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"e693f9j7l7",1.0,"Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG",19.6,"Kg","Kg",19.6,0.0,"",0,0,19.6,"",19.6,1.0,"","","Main - TPL","Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Extrusion No 0253OC-ALU-2-0005 70(H)*113(W)*7.5(T)*345LG","","","","","","","",19.6,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e69fpe89ru",1.0,"R215 RAD Top and Bottom Tank",8.0,"Nos","Nos",2.0,0.0,"",0,0,19.6,"",19.6,2.45,"","BOM-R215 RAD Top and Bottom Tank-001","Main - TPL","RAD Top &amp; Bottom Tank","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 RAD Top and Bottom Tank","","","","","","","",8.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,2.45,"","","","","","","","","","",""
"SE-260716-008","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0019","","","","","","","","2026-07-16","10:00:20.204465",0,0,0,1,0,"BOM-R215 CAC Top and Bottom Tank 110x113x7.5x186LG-001",8.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",14.48,14.48,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"bsp49no6ie",1.0,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg",14.48,"Kg","Kg",14.48,0.0,"",0,0,14.48,"",14.48,1.0,"","","Main - TPL","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","","","","","","","",14.48,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bsphv17soe",1.0,"R215 CAC Top and Bottom Tank 110x113x7.5x186LG",8.0,"Nos","Nos",2.0,0.0,"",0,0,14.48,"",14.48,1.81,"","BOM-R215 CAC Top and Bottom Tank 110x113x7.5x186LG-001","Main - TPL","CAC Top and Bottom Tank","Stock Adjustment - TPL",0,"",1,0,"To Group","R215 CAC Top and Bottom Tank 110x113x7.5x186LG","","","","","","","",8.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,1.81,"","","","","","","","","","",""
"SE-260716-007","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0016","","","","","","","","2026-07-16","9:59:50.885387",0,0,0,1,0,"BOM-Tank End Plate 110×5*595MM-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",3.58,3.58,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"bjkje75m5t",1.0,"Aluminium Plate 110*5*2250MM",3.576,"Kg","Kg",3.576,0.0,"",0,0,3.58,"",3.58,1.0,"","","Main - TPL","Aluminium Plate 110*5*2250MM","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Plate 110*5*2250MM","","","","","","","",3.576,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bjku962mi1",1.0,"Tank End Plate 110×5*595MM",4.0,"Nos","Nos",1.0,0.0,"",0,0,3.58,"",3.58,0.895,"","BOM-Tank End Plate 110×5*595MM-001","Main - TPL","Tank End Plate 110×5*595MM","Stock Adjustment - TPL",0,"",1,0,"Child Component","Tank End Plate 110×5*595MM","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.895,"","","","","","","","","","",""
"SE-260716-006","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0069","","","","","","","","2026-07-16","9:55:56.103304",0,0,0,1,0,"BOM-R215 Top Flyscreen Covering Plate 910X30X1-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",0.86,0.86,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"9a87bufev2",1.0,"MS – 1 MM Thk",0.856,"Kg","Kg",0.936,0.0,"",0,0,0.86,"",0.86,1.0,"","","Main - TPL","MS – 1 MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","MS – 1 MM Thk","","","","","","","",0.856,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9a8lvveqm7",1.0,"R215 Top Flyscreen Covering Plate 910X30X1",4.0,"Nos","Nos",1.0,0.0,"",0,0,0.86,"",0.86,0.215,"","BOM-R215 Top Flyscreen Covering Plate 910X30X1-001","Main - TPL","R215 Top Flyscreen Covering Plate 910X30X1","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Top Flyscreen Covering Plate 910X30X1","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.215,"","","","","","","","","","",""
"SE-260716-005","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0040","","","","","","","","2026-07-16","9:55:44.732463",0,0,0,1,0,"BOM-R215 OC Core End Plate 5X165X1021-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",9.2,9.2,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"96mq0jn807",1.0,"Aluminium Sheet 5MM Thk",9.2,"Kg","Kg",9.2,0.0,"",0,0,9.2,"",9.2,1.0,"","","Main - TPL","Aluminium Sheet 5MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Sheet 5MM Thk","","","","","","","",9.2,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96mm8s29c1",1.0,"R215 OC Core End Plate 5X165X1021",4.0,"Nos","Nos",1.0,0.0,"",0,0,9.2,"",9.2,2.3,"","BOM-R215 OC Core End Plate 5X165X1021-001","Main - TPL","R215 OC Core End Plate 5X165X1021","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 OC Core End Plate 5X165X1021","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,2.3,"","","","","","","","","","",""
"SE-260716-004","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0036","","","","","","","","2026-07-16","9:55:30.588887",0,0,0,1,0,"BOM-R215 OC and RAD Core End Plate2.5X110X1021-001",12.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",9.2,9.2,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"929dsf0eh0",1.0,"Aluminium Sheet 2.5MM Thk Without Cladded",9.204,"Kg","Kg",9.204,0.0,"",0,0,9.2,"",9.2,1.0,"","","Main - TPL","Aluminium Sheet 2.5MM Thk Without Cladded","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Sheet 2.5MM Thk Without Cladded","","","","","","","",9.204,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","929cpsba0p",1.0,"R215 OC and RAD Core End Plate2.5X110X1021",12.0,"Nos","Nos",3.0,0.0,"",0,0,9.2,"",9.2,0.766666667,"","BOM-R215 OC and RAD Core End Plate2.5X110X1021-001","Main - TPL","R215 Core End Plate For OC &amp; RAD 2.5X110X1021","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 OC and RAD Core End Plate2.5X110X1021","","","","","","","",12.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.766666667,"","","","","","","","","","",""
"SE-260716-003","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0027","","","","","","","","2026-07-16","9:54:31.110753",0,0,0,1,0,"BOM-R215 Bottom Flyscreen Center Plate 453X10X2-001",8.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",0.57,0.57,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"8fmpbai128",1.0,"MS – 2MM Thk",0.568,"Kg","Kg",1.08,0.0,"",0,0,0.57,"",0.57,1.0,"","","Main - TPL","MS – 2MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","MS – 2MM Thk","","","","","","","",0.568,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8fm6aa46qc",1.0,"R215 Bottom Flyscreen Center Plate 453X10X2",8.0,"Nos","Nos",2.0,0.0,"",0,0,0.57,"",0.57,0.07125,"","BOM-R215 Bottom Flyscreen Center Plate 453X10X2-001","Main - TPL","R215 Bottom Flyscreen Center Plate 453X10X2","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 Bottom Flyscreen Center Plate 453X10X2","","","","","","","",8.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.07125,"","","","","","","","","","",""
"SE-260716-002","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0006","","","","","","","","2026-07-16","9:54:14.769907",0,0,0,1,0,"BOM-R215 CAC Core End Plate 5X165X941-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",8.48,8.48,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"8ajmgqidb7",1.0,"Aluminium Sheet 5MM Thk",8.48,"Kg","Kg",17.68,0.0,"",0,0,8.48,"",8.48,1.0,"","","Main - TPL","Aluminium Sheet 5MM Thk","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Sheet 5MM Thk","","","","","","","",8.48,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8aji3a6vg2",1.0,"R215 CAC Core End Plate 5X165X941",4.0,"Nos","Nos",5.0,0.0,"",0,0,8.48,"",8.48,2.12,"","BOM-R215 CAC Core End Plate 5X165X941-001","Main - TPL","R215 CAC Core End Plate 5X165X941","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 CAC Core End Plate 5X165X941","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,2.12,"","","","","","","","","","",""
"SE-260716-001","SE-.YY.MM.DD.-.###","Manufacture","Teksons Pvt Ltd","","","Manufacture",0,"WO/260714/0004","","","","","","","","2026-07-16","9:53:10.806664",0,0,0,1,0,"BOM-R215 CAC Core End Plate 2.5X110X941-001",4.0,0.0,0.0,"WIP Warehouse - TPL","","","WIP Warehouse - TPL","","","",2.82,2.82,0.0,0.0,"","","","","","","","","No","",0.0,0.0,"","","",0,"7mjba7k19d",1.0,"Aluminium Sheet 2.5MM Thk Without Cladded",2.824,"Kg","Kg",12.028,0.0,"",0,0,2.82,"",2.82,1.0,"","","Main - TPL","Aluminium Sheet 2.5MM Thk Without Cladded","Stock Adjustment - TPL",0,"",0,0,"To Group","Aluminium Sheet 2.5MM Thk Without Cladded","","","","","","","",2.824,"","",0,0,"","","",0,"WIP Warehouse - TPL","","","",0.0,0,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7mjt39ie1f",1.0,"R215 CAC Core End Plate 2.5X110X941",4.0,"Nos","Nos",1.0,0.0,"",0,0,2.82,"",2.82,0.705,"","BOM-R215 CAC Core End Plate 2.5X110X941-001","Main - TPL","R215 CAC Core End Plate 2.5X110X941","Stock Adjustment - TPL",0,"",1,0,"Child Component","R215 CAC Core End Plate 2.5X110X941","","","","","","","",4.0,"","",0,0,"","","",0,"","","","WIP Warehouse - TPL",0.0,0,0.705,"","","","","","","","","","",""
"SE-260714-057","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0044","","","","","","","","2026-07-14","9:54:25.107013",0,0,0,1,0,"BOM-OC Bottom Tank Sub Assy-001",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",4.0,4.0,0.0,0.0,"","","","","","","","","No","",0.0,4.0,"","","",0,"gsn7k3slee",1.0,"0261Oc-Alu-2-004",4.0,"Nos","Nos",100.0,0.0,"",1,0,4.0,"",4.0,1.0,"","","Main - TPL","Aluminium Bush 6063 Hyundai 8","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Aluminium Bush 6063 Hyundai 8","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260714-056","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0018","","","","","","","","2026-07-14","9:53:17.027610",0,0,0,1,0,"BOM-R215 CAC Top Tank-001",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",16.0,16.0,0.0,0.0,"","","","","","","","","No","",0.0,16.0,"","","",0,"g7k7kagdg5",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",16.0,"Nos","Nos",572.0,0.0,"",1,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",16.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260714-055","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0045","","","","","","","","2026-07-14","9:52:20.627964",0,0,0,1,0,"BOM-R215 OC Bottom Tank-002",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",24.0,24.0,0.0,0.0,"","","","","","","","","No","",0.0,24.0,"","","",0,"fm4t3o402s",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",24.0,"Nos","Nos",596.0,0.0,"",1,0,24.0,"",24.0,1.0,"","","Main - TPL","Helicoil Insert","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",24.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260714-054","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0049","","","","","","","","2026-07-14","9:51:22.361316",0,0,0,1,0,"BOM-R215 OC Top Tank-002",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",24.0,24.0,0.0,0.0,"","","","","","","","","No","",0.0,24.0,"","","",0,"f3supqe9cm",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",24.0,"Nos","Nos",620.0,0.0,"",1,0,24.0,"",24.0,1.0,"","","Main - TPL","Helicoil Insert","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",24.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260714-053","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0059","","","","","","","","2026-07-14","9:49:04.341662",0,0,0,1,0,"BOM-Rad Bottom Tank-002",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",16.0,16.0,0.0,0.0,"","","","","","","","","No","",0.0,16.0,"","","",0,"doq10n427i",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",16.0,"Nos","Nos",636.0,0.0,"",1,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",16.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260714-052","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0063","","","","","","","","2026-07-14","9:47:52.824385",0,0,0,1,0,"BOM-R215 RAD Top Tank Sub Assy-001",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",8.0,8.0,0.0,0.0,"","","","","","","","","No","",0.0,8.0,"","","",0,"d2eal1iv4d",1.0,"Filler Neck 14PSI",4.0,"Nos","Nos",19.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","Filler Neck 14PSI","Stock Adjustment - TPL",0,"",0,0,"To Group","Filler Neck 14PSI","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","d2eb6pb8i3",1.0,"Filler Neck Over Flow Pipe",4.0,"Nos","Nos",19.0,0.0,"",0,0,4.0,"",4.0,1.0,"","","Main - TPL","Filler Neck Over Flow Pipe","Stock Adjustment - TPL",0,"",0,0,"To Group","Filler Neck Over Flow Pipe","","","","","","","",4.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260714-051","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0064","","","","","","","","2026-07-14","9:46:53.451982",0,0,0,1,0,"BOM-RAD Top Tank-001",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",16.0,16.0,0.0,0.0,"","","","","","","","","No","",0.0,16.0,"","","",0,"cfrc204olk",1.0,"Helicoil Insert M10 X 1.5 X 15 Mm",16.0,"Nos","Nos",20.0,0.0,"",1,0,16.0,"",16.0,1.0,"","","Main - TPL","Helicoil Insert","Stock Adjustment - TPL",0,"",0,0,"BOF MC","Helicoil Insert M10 X 1.5 X 15 Mm","","","","","","","",16.0,"","",0,0,"","","",0,"Raw Material Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"SE-260714-050","SE-.YY.MM.DD.-.###","Material Transfer for Manufacture","Teksons Pvt Ltd","","","Material Transfer for Manufacture",0,"WO/260714/0025","","","","","","","","2026-07-14","9:46:22.156574",0,0,0,1,0,"BOM-R215 Bottom Flyscreen Assembly-001",4.0,0.0,0.0,"","","","WIP Warehouse - TPL","","","",16.0,16.0,0.0,0.0,"","","","","","","","","No","",0.0,16.0,"","","",0,"c5vdklk8i2",1.0,"U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)",8.0,"Nos","Nos",68.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","U Piece Angle-1 910(L)*15(W)*7(T)","Stock Adjustment - TPL",0,"",0,0,"BOF Fabrication","U Piece Angle-1 for Flyscreen - 910(L)*15(W)*7(T)","","","","","","","",8.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c5vqboqmu1",1.0,"U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)",8.0,"Nos","Nos",68.0,0.0,"",0,0,8.0,"",8.0,1.0,"","","Main - TPL","U Piece Angle-2 529(W)*15(H)*7(T)","Stock Adjustment - TPL",0,"",0,0,"BOF Fabrication","U Piece Angle-2 for Flyscreen - 529(W)*15(H)*7(T)","","","","","","","",8.0,"","",0,0,"","","",0,"BOF Stores - TPL","","","WIP Warehouse - TPL",0.0,1,1.0,"","","","","","","","","","",""
