"ID","Item","Company","Quantity","Target FG Warehouse","Currency","Conversion Rate","Process Plan No","Item UOM","Is Active","Is Default","Allow Alternative Item","Set rate of sub-assembly item based on BOM","Project","Image","Rate Of Materials Based On","Price List","Price List Currency","Price List Exchange Rate","With Operations","Transfer Material Against","Routing","Finished Goods based Operating Cost","Operating Cost Per BOM Quantity","% Process Loss","Process Loss Qty","Operating Cost","Raw Material Cost","Scrap Material Cost","Operating Cost (Company Currency)","Raw Material Cost (Company Currency)","Scrap Material Cost(Company Currency)","Total Cost","Total Cost (Company Currency)","Item Name","Item Description","Has Variants","Quality Inspection Required","Quality Inspection Template","Show in Website","Route","Website Image","Thumbnail","Show Items","Show Operations","Website Description","BOM Creator","BOM Creator Item","Amended From","ID (Items)","Item Code (Items)","Qty (Items)","Rate (Items)","UOM (Items)","Allow Alternative Item (Items)","Amount (Items)","Amount (Company Currency) (Items)","Basic Rate (Company Currency) (Items)","BOM No (Items)","Conversion Factor (Items)","Do Not Explode (Items)","Has Variants (Items)","Image (Items)","Include Item In Manufacturing (Items)","Is Stock Item (Items)","Item Description (Items)","Item Name (Items)","Item operation (Items)","Original Item (Items)","Process Plan No (Items)","Qty Consumed Per Unit (Items)","Source Warehouse (Items)","Sourced by Supplier (Items)","Stock Qty (Items)","Stock UOM (Items)","ID (Operations)","Base Cost Per Unit (Operations)","Base Hour Rate(Company Currency) (Operations)","Batch Size (Operations)","Cost Per Unit (Operations)","Description (Operations)","Fixed Time (Operations)","Hour Rate (Operations)","Image (Operations)","Operating Cost (Operations)","Operating Cost(Company Currency) (Operations)","Operation (Operations)","Operation Time (Operations)","Process Plan No (Operations)","Quality Inspection Template (Operations)","Sequence ID (Operations)","Set Operating Cost Based On BOM Quantity (Operations)","Workstation (Operations)","Workstation Type (Operations)","ID (Scrap Items)","Amount (Scrap Items)","Basic Amount (Company Currency) (Scrap Items)","Basic Rate (Company Currency) (Scrap Items)","Item Code (Scrap Items)","Item Name (Scrap Items)","Qty (Scrap Items)","Rate (Scrap Items)","Stock UOM (Scrap Items)","ID (Exploded Items)","Amount (Exploded Items)","Description (Exploded Items)","Image (Exploded Items)","Include Item In Manufacturing (Exploded Items)","Item Code (Exploded Items)","Item Name (Exploded Items)","Operation (Exploded Items)","Qty Consumed Per Unit (Exploded Items)","Rate (Exploded Items)","Source Warehouse (Exploded Items)","Sourced by Supplier (Exploded Items)","Stock Qty (Exploded Items)","Stock UOM (Exploded Items)"
"BOM-RAD Inlet and Outlet Pipe-001","R215 RAD Inlet and Outlet Pipe","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398R-L03","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.18,0.18,"RAD Inlet and Outlet Pipe","RAD Inlet and Outlet Pipe",0,0,"",0,"bom-rad-inlet-and-outlet-pipe-001","","",0,1,"","","","","5gclpee5sb","Aluminium Pipe 48.6*5MM Thk",0.18,1.0,"Kg",0,0.18,0.18,1.0,"",1.0,0,0,"",1,1,"Aluminium Pipe 48.6*5MM Thk","Aluminium Pipe 48.6*5MM Thk","","","",0.18,"",0,0.18,"Kg","5gcphd4ut6",0.0,0.0,1.0,0.0,"Cutting",0,0.0,"",0.0,0.0,"Cutting",1.0,"","",1,0,"","Weld_Manual Cutting","","","","","","","","","","f5vghdgque",0.18,"Aluminium Pipe 48.6*5MM Thk","",1,"Aluminium Pipe 48.6*5MM Thk","Aluminium Pipe 48.6*5MM Thk","",0.18,1.0,"",0,0.18,"Kg"
"BOM-R215 OC and RAD Core End Plate2.5X110X1021-001","R215 OC and RAD Core End Plate2.5X110X1021","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-C02","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.77,0.0,0.77,0.77,"R215 OC and RAD Core End Plate2.5X110X1021","R215 Core End Plate For OC &amp; RAD 2.5X110X1021",0,0,"",0,"bom-r215-oc-and-rad-core-end-plate2.5x110x1021-001","","",0,1,"","","","","5gbnmssefe","Aluminium Sheet 2.5MM Thk Without Cladded",0.767,1.0,"Kg",0,0.77,0.77,1.0,"",1.0,0,0,"",1,1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","","","",0.767,"",0,0.767,"Kg","5gb52td0rc",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","4i29gln1tl",0.767,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",0.767,1.0,"",0,0.767,"Kg"
"BOM-Oil Cooler-001","R215 OC","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398OC-H21","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,69.93,0.0,0.0,69.93,0.0,69.93,69.93,"Oil Cooler","Oil Cooler",0,0,"",0,"bom-oil-cooler-001","","",0,1,"","","","","5gbt9qprdr","Drain Plug",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Drain Plug","Drain Plug","","","",1.0,"",0,1.0,"Nos","5gbepq9p63",0.0,0.0,1.0,0.0,"Tank To Core Tack Weld",0,0.0,"",0.0,0.0,"Tank To Core",1.0,"","",1,0,"","Mig Welding","","","","","","","","","","gf8q42ccap",1.0,"Aluminium Bush 6063 Hyundai 8","",1,"0261Oc-Alu-2-004","Aluminium Bush 6063 Hyundai 8","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gbq5qg8fs","R215 OC Core",1.0,34.88,"Nos",0,34.88,34.88,34.88,"BOM-R215 OC Core-001",1.0,0,0,"",1,1,"Core Assembly for OC","R215 OC Core","","","",1.0,"",0,1.0,"Nos","5gbs297gvg",0.0,0.0,1.0,0.0,"Angle Assembly",0,0.0,"",0.0,0.0,"Angle Assembly",1.0,"","",2,0,"","Mig Welding","","","","","","","","","","gf8qo61k2o",4.602,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",1,"Aluminium Extruded Bar (ALU-STD-0043)(3*7)","Aluminium Extruded Bar (ALU-STD-0043)(3*7)","",4.602,1.0,"",0,4.602,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gbf76mb5u","Rubber Seal",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Rubber Seal","Rubber Seal","","","",1.0,"",0,1.0,"Nos","5gbtknkncm",0.0,0.0,1.0,0.0,"Leak Testing (Wet)",0,0.0,"",0.0,0.0,"Leak Testing",1.0,"","",3,0,"","Leak Test","","","","","","","","","","gf8pos936d",2.808,"Aluminium Coil 0.3×300MM","",1,"Aluminium Coil 0.3×300MM","Aluminium Coil 0.3×300MM","",2.808,1.0,"",0,2.808,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","m4qhuv07sf","R215 OC Bottom Tank Sub Assy",1.0,10.39,"Nos",0,10.39,10.39,10.39,"BOM-OC Bottom Tank Sub Assy-001",1.0,0,0,"",1,1,"OC Bottom Tank Sub Assy","OC Bottom Tank Sub Assy","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf80gmlmqf",9.45,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",9.45,1.0,"",0,9.45,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","m4q5iklhkr","R215 OC Top Tank Sub Assy",1.0,9.39,"Nos",0,9.39,9.39,9.39,"BOM-OC Top Tank Sub Assy-001",1.0,0,0,"",1,1,"OC Top Tank Sub Assy","OC Top Tank Sub Assy","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8vgh1b38",2.3,"Aluminium Sheet 5MM Thk","",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","",2.3,1.0,"",0,2.3,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","m4q40f8s57","OC Inlet & Outlet Block 101X66X30",2.0,4.49,"Nos",0,8.98,8.98,4.49,"BOM-OC Inlet & Outlet Block 101X66X30-001",1.0,0,0,"",1,1,"R215 O.C. Inlet &amp; Outlet Block 101X66X33","OC Inlet & Outlet Block 101X66X30","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8vc53rpe",0.767,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",0.767,1.0,"",0,0.767,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","m4q2ai8k7o","Condenser Mounting Block 31X19X25",2.0,1.39,"Nos",0,2.78,2.78,1.39,"BOM-Condenser Mounting Block-001",1.0,0,0,"",1,1,"Condenser Mtg. Block 31X19X25","Condenser Mtg. Block 31X19X25","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8msl5jou",2.322,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",2.322,1.0,"",0,2.322,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","m4q6aqvqu3","Stay Block 50X25X150",1.0,1.51,"Nos",0,1.51,1.51,1.51,"BOM-Stay Block-001",1.0,0,0,"",1,1,"Stay Block 50X25X150","Stay Block 50X25X150","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8tu69767",0.39,"Aluminium Coil 0.3×250MM","",1,"Aluminium Coil 0.3×250MM","Aluminium Coil 0.3×250MM","",0.39,1.0,"",0,0.39,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8631a7n8",11.61,"Aluminium Coil 0.7*110","",1,"Aluminium Coil 0.7*110","Aluminium Coil 0.7*110","",11.61,1.0,"",0,11.61,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf834stfis",0.543555556,"Aluminium Plate 70*8*800MM","",1,"Aluminium Plate 70*8*800MM","Aluminium Plate 70*8*800MM","",0.543555556,1.0,"",0,0.543555556,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8a98ink0",6.22,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",1,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",6.22,1.0,"",0,6.22,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8plffoli",0.974,"Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","",1,"Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","Aluminium Extrusion No 398C-ALU-2-0027 ( 101*66*33 )","",0.974,1.0,"",0,0.974,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8qafjpp2",0.786,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","",1,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","",0.786,1.0,"",0,0.786,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf896eems2",0.512,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","",1,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","",0.512,1.0,"",0,0.512,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8hj80sls",1.0,"Drain Plug","",1,"Drain Plug","Drain Plug","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf87r45180",20.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",20.0,1.0,"",0,20.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8tpjfp5l",2.0,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",1,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",2.0,1.0,"",0,2.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf8lito90s",1.0,"Helicoil Insert M 12 X 1.75 X 18Mm","",1,"Helicoil Insert M 12 X 1.75 X 18Mm","Helicoil Insert M 12 X 1.75 X 18Mm","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","gf89dalmc4",1.0,"Rubber Seal","",1,"Rubber Seal","Rubber Seal","",1.0,1.0,"",0,1.0,"Nos"
"BOM-OC Top Tank Sub Assy-001","R215 OC Top Tank Sub Assy","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398OC-H09","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,9.39,0.0,0.0,9.39,0.0,9.39,9.39,"OC Top Tank Sub Assy","OC Top Tank Sub Assy",0,0,"",0,"bom-oc-top-tank-sub-assy-001","","",0,1,"","","","","5gad5129ej","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008",2.0,0.135555556,"Nos",0,0.28,0.28,0.135555556,"BOM-Tank End Plate For Extrusion No 0073C-ALU-2-0008-001",1.0,0,0,"",1,1,"Tank End Plate For Extrusion No 0073C-ALU-2-0008","Tank End Plate For Extrusion No 0073C-ALU-2-0008","","","",2.0,"",0,2.0,"Nos","5gafot14jo",0.0,0.0,1.0,0.0,"Tank Assembly",0,0.0,"",0.0,0.0,"Tank Assembly",1.0,"","",1,0,"","Mig Welding","","","","","","","","","","cqrg9aesn0",0.271777778,"Aluminium Plate 70*8*800MM","",1,"Aluminium Plate 70*8*800MM","Aluminium Plate 70*8*800MM","",0.271777778,1.0,"",0,0.271777778,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gai04gf65","R215 OC Top Tank",1.0,9.11,"Nos",0,9.11,9.11,9.11,"BOM-R215 OC Top Tank-002",1.0,0,0,"",1,1,"OC Top Tank","R215 OC Top Tank","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cqr9al2imc",3.11,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",1,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",3.11,1.0,"",0,3.11,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","cqr9boadqk",6.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",6.0,1.0,"",0,6.0,"Nos"
"BOM-R215 OC Top & Bottom Tank 70x113x7.5x377LG-001","R215 OC Top & Bottom Tank 70x113x7.5x377LG","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398OC-E01","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,3.11,0.0,3.11,3.11,"R215 OC Top & Bottom Tank 70x113x7.5x377LG","OC Top &amp; Bottom Tank",0,0,"",0,"bom-r215-oc-top-&-bottom-tank-70x113x7.5x377lg-001","","",0,1,"","","","","5g98t63snr","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG",3.11,1.0,"Kg",0,3.11,3.11,1.0,"",1.0,0,0,"",1,1,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","","","",3.11,"",0,3.11,"Kg","5g97c6u4eg",0.0,0.0,1.0,0.0,"Size Cutting",0,0.0,"",0.0,0.0,"Size Cutting",1.0,"","",1,0,"","Accurate Cutting","","","","","","","","","","t2gmi4nkog",3.11,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",1,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",3.11,1.0,"",0,3.11,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","sso2kc3l4r",0.0,0.0,1.0,0.0,"Drilling & Boring",0,0.0,"",0.0,0.0,"Drilling & Boring",1.0,"","",2,0,"","Drilling, Boring and Milling","","","","","","","","","","","","","","","","","","","","","","",""
"BOM-R215 OC Core End Plate 5X165X1021-001","R215 OC Core End Plate 5X165X1021","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398OC-C09","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,2.3,0.0,2.3,2.3,"R215 OC Core End Plate 5X165X1021","R215 OC Core End Plate 5X165X1021",0,0,"",0,"bom-r215-oc-core-end-plate-5x165x1021-001","","",0,1,"","","","","5g8sjtc0ri","Aluminium Sheet 5MM Thk",2.3,1.0,"Kg",0,2.3,2.3,1.0,"",1.0,0,0,"",1,1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","","","",2.3,"",0,2.3,"Kg","5g82dkre9a",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","7bu5c858sp",2.3,"Aluminium Sheet 5MM Thk","",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","",2.3,1.0,"",0,2.3,"Kg"
"BOM-OC Bottom Tank Sub Assy-001","R215 OC Bottom Tank Sub Assy","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398OC-H11","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,10.39,0.0,0.0,10.39,0.0,10.39,10.39,"OC Bottom Tank Sub Assy","OC Bottom Tank Sub Assy",0,0,"",0,"bom-oc-bottom-tank-sub-assy-001","","",0,1,"","","","","5g7micse4r","R215 OC Bottom Tank",1.0,9.11,"Nos",0,9.11,9.11,9.11,"BOM-R215 OC Bottom Tank-002",1.0,0,0,"",1,1,"OC Bottom ","R215 OC Bottom Tank","","","",1.0,"",0,1.0,"Nos","5g7catfagl",0.0,0.0,1.0,0.0,"Tank Assembly",0,0.0,"",0.0,0.0,"Tank Assembly",1.0,"","",1,0,"","Mig Welding","","","","","","","","","","ca0gi16o2k",1.0,"Aluminium Bush 6063 Hyundai 8","",1,"0261Oc-Alu-2-004","Aluminium Bush 6063 Hyundai 8","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g7mt6opvn","0261Oc-Alu-2-004",1.0,1.0,"Nos",1,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"Aluminium Bush 6063 Hyundai 8","Aluminium Bush 6063 Hyundai 8","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ca0ukkgco4",3.11,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",1,"Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","Aluminium Extrusion No 0073C-ALU-2-0008 70(H)*113(W)*7.5(T)*377LG","",3.11,1.0,"",0,3.11,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5g7gtbhup5","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008",2.0,0.135555556,"Nos",0,0.28,0.28,0.135555556,"BOM-Tank End Plate For Extrusion No 0073C-ALU-2-0008-001",1.0,0,0,"",1,1,"Tank End Plate For Extrusion No 0073C-ALU-2-0008","Tank End Plate 96*62*8 For Extrusion No 0073C-ALU-2-0008","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ca019abcbe",0.271777778,"Aluminium Plate 70*8*800MM","",1,"Aluminium Plate 70*8*800MM","Aluminium Plate 70*8*800MM","",0.271777778,1.0,"",0,0.271777778,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ca07erie11",6.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",6.0,1.0,"",0,6.0,"Nos"
"BOM-LH – RH Condenser MTG BKT-001","R215 LH – RH Condenser MTG BKT","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-O12","Set",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,"LH – RH Condenser MTG BKT","LH – RH Condenser MTG BKT",0,0,"",0,"bom-lh-–-rh-condenser-mtg-bkt-001","","",0,1,"","","","","5g6j3b36ip","R215 LH – RH Condenser MTG BKT",1.0,1.0,"Set",0,1.0,1.0,1.0,"",1.0,1,0,"",1,1,"LH – RH Condenser MTG BKT","LH – RH Condenser MTG BKT","","","",1.0,"",0,1.0,"Set","5g6pdvm7dv",0.0,0.0,1.0,0.0,"Painting",0,0.0,"",0.0,0.0,"Painting",1.0,"","",1,0,"","RA Painting","","","","","","","","","","9cck5mfhbh",1.0,"LH – RH Condenser MTG BKT","",1,"R215 LH – RH Condenser MTG BKT","LH – RH Condenser MTG BKT","",1.0,1.0,"",0,1.0,"Set"
"BOM-Internal Fin For CAC 0.2*200*90-001","Internal Fin For CAC 0.2*200*90","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-B003","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.03,"Internal Fin For CAC 0.2*200*90","Internal Fin For CAC 0.2*200*90",0,0,"",0,"bom-internal-fin-for-cac-0.2*200*90-001","","",0,1,"","","","","5g6umgllh5","Aluminium Coil 0.2×200MM",0.033,1.0,"Kg",0,0.03,0.03,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.2×200MM","Aluminium Coil 0.2×200MM","","","",0.033,"",0,0.033,"Kg","5g6jsjaar1",0.0,0.0,1.0,0.0,"Fin Forming",0,0.0,"",0.0,0.0,"Fin Forming",1.0,"","",1,0,"","Fin Forming and Cutting","","","","","","","","","","lh4bkq342i",0.033,"Aluminium Coil 0.2×200MM","",1,"Aluminium Coil 0.2×200MM","Aluminium Coil 0.2×200MM","",0.033,1.0,"",0,0.033,"Kg"
"BOM-Internal Fin For CAC 0.2*140*90-001","Internal Fin For CAC 0.2*140*90","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-B006","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.02,"Internal Fin For CAC 0.2*140*90","Internal Fin For CAC 0.2*140*90",0,0,"",0,"bom-internal-fin-for-cac-0.2*140*90-001","","",0,1,"","","","","5g6t9vomru","Aluminium Coil 0.2×140",0.023,1.0,"Kg",0,0.02,0.02,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.2×140","Aluminium Coil 0.2×140","","","",0.023,"",0,0.023,"Kg","5g6ht9ar2i",0.0,0.0,1.0,0.0,"Fin Forming",0,0.0,"",0.0,0.0,"Fin Forming",1.0,"","",1,0,"","Fin Forming and Cutting","","","","","","","","","","lr5blq8kjn",0.023,"Aluminium Coil 0.2×140","",1,"Aluminium Coil 0.2×140","Aluminium Coil 0.2×140","",0.023,1.0,"",0,0.023,"Kg"
