"ID","Item","Company","Quantity","Target FG Warehouse","Currency","Conversion Rate","Process Plan No","Item UOM","Is Active","Is Default","Allow Alternative Item","Set rate of sub-assembly item based on BOM","Project","Image","Rate Of Materials Based On","Price List","Price List Currency","Price List Exchange Rate","With Operations","Transfer Material Against","Routing","Finished Goods based Operating Cost","Operating Cost Per BOM Quantity","% Process Loss","Process Loss Qty","Operating Cost","Raw Material Cost","Scrap Material Cost","Operating Cost (Company Currency)","Raw Material Cost (Company Currency)","Scrap Material Cost(Company Currency)","Total Cost","Total Cost (Company Currency)","Item Name","Item Description","Has Variants","Quality Inspection Required","Quality Inspection Template","Show in Website","Route","Website Image","Thumbnail","Show Items","Show Operations","Website Description","BOM Creator","BOM Creator Item","Amended From","ID (Items)","Item Code (Items)","Qty (Items)","Rate (Items)","UOM (Items)","Allow Alternative Item (Items)","Amount (Items)","Amount (Company Currency) (Items)","Basic Rate (Company Currency) (Items)","BOM No (Items)","Conversion Factor (Items)","Do Not Explode (Items)","Has Variants (Items)","Image (Items)","Include Item In Manufacturing (Items)","Is Stock Item (Items)","Item Description (Items)","Item Name (Items)","Item operation (Items)","Original Item (Items)","Process Plan No (Items)","Qty Consumed Per Unit (Items)","Source Warehouse (Items)","Sourced by Supplier (Items)","Stock Qty (Items)","Stock UOM (Items)","ID (Operations)","Base Cost Per Unit (Operations)","Base Hour Rate(Company Currency) (Operations)","Batch Size (Operations)","Cost Per Unit (Operations)","Description (Operations)","Fixed Time (Operations)","Hour Rate (Operations)","Image (Operations)","Operating Cost (Operations)","Operating Cost(Company Currency) (Operations)","Operation (Operations)","Operation Time (Operations)","Process Plan No (Operations)","Quality Inspection Template (Operations)","Sequence ID (Operations)","Set Operating Cost Based On BOM Quantity (Operations)","Workstation (Operations)","Workstation Type (Operations)","ID (Scrap Items)","Amount (Scrap Items)","Basic Amount (Company Currency) (Scrap Items)","Basic Rate (Company Currency) (Scrap Items)","Item Code (Scrap Items)","Item Name (Scrap Items)","Qty (Scrap Items)","Rate (Scrap Items)","Stock UOM (Scrap Items)","ID (Exploded Items)","Amount (Exploded Items)","Description (Exploded Items)","Image (Exploded Items)","Include Item In Manufacturing (Exploded Items)","Item Code (Exploded Items)","Item Name (Exploded Items)","Operation (Exploded Items)","Qty Consumed Per Unit (Exploded Items)","Rate (Exploded Items)","Source Warehouse (Exploded Items)","Sourced by Supplier (Exploded Items)","Stock Qty (Exploded Items)","Stock UOM (Exploded Items)"
"BOM-R215 CAC-001","R215 CAC","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-H20","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,31.68,0.0,0.0,31.68,0.0,31.68,31.68,"Charge Air Cooler","Charge Air Cooler",0,0,"",0,"bom-r215-cac-001","","",0,1,"","","","","5gm84vt836","R215 CAC Core",1.0,14.67,"Nos",0,14.67,14.67,14.67,"BOM-R215 CAC Core-001",1.0,0,0,"",1,1,"Core Assembly for CAC","R215 CAC Core","","","",1.0,"",0,1.0,"Nos","5gmm2ppbpf",0.0,0.0,1.0,0.0,"Tank To Core Tack Weld",0,0.0,"",0.0,0.0,"Tank To Core",1.0,"","",1,0,"","Mig Welding","","","","","","","","","","6mfgr4i93f",2.12,"Aluminium Sheet 5MM Thk","",1,"Aluminium Sheet 5MM Thk","Aluminium Sheet 5MM Thk","",2.12,1.0,"",0,2.12,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gm6680vp0","R215 CAC Top Tank Sub Assy",1.0,6.36,"Nos",0,6.36,6.36,6.36,"BOM-CAC Top Tank Sub Assy-001",1.0,0,0,"",1,1,"CAC Top Tank Sub Assy","CAC Top Tank Sub Assy","","","",1.0,"",0,1.0,"Nos","66pl65euol",0.0,0.0,1.0,0.0,"Angle Assembly",0,0.0,"",0.0,0.0,"Angle Assembly",1.0,"","",2,0,"","Mig Welding","","","","","","","","","","6mfid7k8f9",1.288,"Aluminium Coil 0.3*110MM","",1,"Aluminium Coil 0.3*110MM","Aluminium Coil 0.3*110MM","",1.288,1.0,"",0,1.288,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gmh3e22n9","R215 CAC Bottom Tank Sub Assy",1.0,6.36,"Nos",0,6.36,6.36,6.36,"BOM-CAC Bottom Tank Sub Assy-001",1.0,0,0,"",1,1,"CAC Bottom Tank Sub Assy","CAC Bottom Tank Sub Assy","","","",1.0,"",0,1.0,"Nos","66ps5u4hbj",0.0,0.0,1.0,0.0,"Leak Testing (Wet)",0,0.0,"",0.0,0.0,"Leak Testing",1.0,"","",3,0,"","Leak Test","","","","","","","","","","6mf5c016fd",3.708,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","",1,"Aluminium Spacer Bar ALU-STD-0028 (8*10)","Aluminium Spacer Bar ALU-STD-0028 (8*10)","",3.708,1.0,"",0,3.708,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gmdb3h9vq","Stay Block 50X25X150",1.0,1.51,"Nos",0,1.51,1.51,1.51,"BOM-Stay Block-001",1.0,0,0,"",1,1,"Stay Block","Stay Block","","","",1.0,"",0,1.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mf028ku5i",1.29,"Aluminium Coil 0.2*110","",1,"Aluminium Coil 0.2*110","Aluminium Coil 0.2*110","",1.29,1.0,"",0,1.29,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gm1d8rclq","Condenser Mounting Block 31X19X25",2.0,1.39,"Nos",0,2.78,2.78,1.39,"BOM-Condenser Mounting Block-001",1.0,0,0,"",1,1,"Condenser Mtg. Block 31X19X25","Condenser Mtg. Block 31X19X25","","","",2.0,"",0,2.0,"Nos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mftd7km7p",0.706,"Aluminium Sheet 2.5MM Thk Without Cladded","",1,"Aluminium Sheet 2.5MM Thk Without Cladded","Aluminium Sheet 2.5MM Thk Without Cladded","",0.706,1.0,"",0,0.706,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mfb81i114",3.4,"Aluminium Coil 0.6*110MM Thk","",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","",3.4,1.0,"",0,3.4,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mfs9adbrj",0.86,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",0.86,1.0,"",0,0.86,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mf0nrm153",0.207,"Aluminium Coil 0.2×140","",1,"Aluminium Coil 0.2×140","Aluminium Coil 0.2×140","",0.207,1.0,"",0,0.207,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mf8611bk9",1.188,"Aluminium Coil 0.2×200MM","",1,"Aluminium Coil 0.2×200MM","Aluminium Coil 0.2×200MM","",1.188,1.0,"",0,1.188,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mfontbvmk",3.62,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",1,"Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","Aluminium Extrusion No 0239C-ALU-2-0001 110(H)*113(W)*7.5(T)*186Kg","",3.62,1.0,"",0,3.62,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mfgir5bve",0.506,"Aluminium Pipe ⌀ 76.0*3MM Thk","",1,"Aluminium Pipe ⌀ 76.0*3MM Thk","Aluminium Pipe ⌀ 76.0*3MM Thk","",0.506,1.0,"",0,0.506,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mfpshl8ab",0.596,"Aluminium Plate 110*5*2250MM","",1,"Aluminium Plate 110*5*2250MM","Aluminium Plate 110*5*2250MM","",0.596,1.0,"",0,0.596,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mf64uj4ha",0.512,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","",1,"Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","Aluminium Extrusion No 0.0318C-ALU-2-0034 (50*25*150)","",0.512,1.0,"",0,0.512,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mf6ck4ros",0.786,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","",1,"Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","Aluminium Extrusion No 0.0318C-ALU-2-0033 (31*19*25)","",0.786,1.0,"",0,0.786,"Kg"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mfpvg5b6l",8.0,"Helicoil Insert","",1,"Helicoil Insert M10 X 1.5 X 15 Mm","Helicoil Insert","",8.0,1.0,"",0,8.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mfsj5lmvq",1.0,"Helicoil Insert M 12 X 1.75 X 18Mm","",1,"Helicoil Insert M 12 X 1.75 X 18Mm","Helicoil Insert M 12 X 1.75 X 18Mm","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6mf9mti9dm",2.0,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",1,"Helicoil Insert M8 X 1.25 X 16Mm (2 D)","Helicoil Insert M8 X 1.25 X 16Mm (2 D)","",2.0,1.0,"",0,2.0,"Nos"
"BOM-Spacer Bar 9.5×15×110-001","Spacer Bar 9.5×15×110","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-A006","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.04,"Spacer Bar 9.5×15×110","Spacer Bar 9.5×15×110",0,0,"",0,"bom-spacer-bar-9.5×15×110-001","","",0,1,"","","","","5gm4ftm5lb","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )",0.043,1.0,"Kg",0,0.04,0.04,1.0,"",1.0,0,0,"",1,1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","","","",0.043,"",0,0.043,"Kg","5gm96bksj3",0.0,0.0,1.0,0.0,"Bar Cutting",0,0.0,"",0.0,0.0,"Bar Cutting",1.0,"","",1,0,"Bar_Circular Saw Machine","Aluminium Bar Cutting","","","","","","","","","","r2ms2mmf9a",0.043,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",1,"Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","Aluminium Spacer Bar ( ALU STD 0061 ) ( 9.5*15 )","",0.043,1.0,"",0,0.043,"Kg"
"BOM-MS Plate-2-001","R215 Ms Plate-2 (144X22X1.5)","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G21","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,1.04,0.0,1.04,1.04,"R215 Ms Plate-2 (144X22X1.5)","R215 Ms Plate-2 (144X22X1.5)",0,0,"",0,"bom-ms-plate-2-001","","",0,1,"","","","","5glmjetdt1","MS – 1.5 MM Thk",0.037,1.0,"Kg",0,0.04,0.04,1.0,"",1.0,0,0,"",1,1,"MS – 1.5 MM Thk","MS – 1.5 MM Thk","","","",0.037,"",0,0.037,"Kg","5glifahrjs",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","ih65nvdobv",1.0,"HEX Nut M8*1.25P","",1,"HEX Nut M8*1.25P","HEX Nut M8*1.25P","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gl8gs01ih","HEX Nut M8*1.25P",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"HEX Nut M8*1.25P","HEX Nut M8*1.25P","","","",1.0,"",0,1.0,"Nos","5glv0edppu",0.0,0.0,1.0,0.0,"Punching",0,0.0,"",0.0,0.0,"Punching",1.0,"","",2,0,"","Corner Cutting, Punching, Folding and Blanking","","","","","","","","","","ih6pp8q2ao",0.037,"MS – 1.5 MM Thk","",1,"MS – 1.5 MM Thk","MS – 1.5 MM Thk","",0.037,1.0,"",0,0.037,"Kg"
"BOM-MS Plate-1-001","R215 Ms Plate-1(102X22X1.5)","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G16","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,1.03,0.0,1.03,1.03,"R215 Ms Plate-1(102X22X1.5)","R215 Ms Plate-1(102X22X1.5)",0,0,"",0,"bom-ms-plate-1-001","","",0,1,"","","","","5glp3e0abn","MS – 1.5MM Thk",0.026,1.0,"Kg",0,0.03,0.03,1.0,"",1.0,0,0,"",1,1,"MS – 1.5MM Thk","MS – 1.5MM Thk","","","",0.026,"",0,0.026,"Kg","5glt3f9sbt",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","hv4emijt94",1.0,"HEX Nut M8*1.25P","",1,"HEX Nut M8*1.25P","HEX Nut M8*1.25P","",1.0,1.0,"",0,1.0,"Nos"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5gle8s9nn7","HEX Nut M8*1.25P",1.0,1.0,"Nos",0,1.0,1.0,1.0,"",1.0,0,0,"",1,1,"HEX Nut M8*1.25P","HEX Nut M8*1.25P","","","",1.0,"",0,1.0,"Nos","5gleq31gtt",0.0,0.0,1.0,0.0,"Punching",0,0.0,"",0.0,0.0,"Punching",1.0,"","",2,0,"","Corner Cutting, Punching, Folding and Blanking","","","","","","","","","","hv4flck1o9",0.026,"MS – 1.5MM Thk","",1,"MS – 1.5MM Thk","MS – 1.5MM Thk","",0.026,1.0,"",0,0.026,"Kg"
"BOM-Turbulator 0.2*300*96.0-001","Turbulator 0.2*300*96.0","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-A018","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.03,"Turbulator 0.2*300*96.0","Turbulator for RAD 0.2*300*96.0",0,0,"",0,"bom-turbulator-0.2*300*96.0-001","","",0,1,"","","","","5glsq6d983","Aluminium Coil 0.2×300",0.029,1.0,"Kg",0,0.03,0.03,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.2×300","Aluminium Coil 0.2×300","","","",0.029,"",0,0.029,"Kg","5gl1ofkudb",0.0,0.0,1.0,0.0,"Turbu Forming & Cutting",0,0.0,"",0.0,0.0,"Turbu Forming",1.0,"","",1,0,"","Turbulator Forming and Cutting","","","","","","","","","","k7q9r9cqa1",0.029,"Aluminium Coil 0.2×300","",1,"Aluminium Coil 0.2×300","Aluminium Coil 0.2×300","",0.029,1.0,"",0,0.029,"Kg"
"BOM-Turbulator 0.2*250*96.0-001","Turbulator 0.2*250*96.0","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-A019","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.02,"Turbulator 0.2*250*96.0","Turbulator 0.2*250*96.0",0,0,"",0,"bom-turbulator-0.2*250*96.0-001","","",0,1,"","","","","5gkrkn38bo","Aluminium Coil 0.2×250 Thk",0.024,1.0,"Kg",0,0.02,0.02,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.2×250 Thk","Aluminium Coil 0.2×250 Thk","","","",0.024,"",0,0.024,"Kg","5gk9kiuo4l",0.0,0.0,1.0,0.0,"Turbu Forming & Cutting",0,0.0,"",0.0,0.0,"Turbu Forming",1.0,"","",1,0,"","Turbulator Forming and Cutting","","","","","","","","","","ki9qgmitcs",0.024,"Aluminium Coil 0.2×250 Thk","",1,"Aluminium Coil 0.2×250 Thk","Aluminium Coil 0.2×250 Thk","",0.024,1.0,"",0,0.024,"Kg"
"BOM-Turbulator 0.3*300*44.5-001","Turbulator 0.3*300*44.5","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-COMM-A010","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.02,0.02,"Turbulator 0.3*300*44.5","Turbulator for OC 0.3*300*44.5",0,0,"",0,"bom-turbulator-0.3*300*44.5-001","","",0,1,"","","","","5gkac3tqfr","Aluminium Coil 0.3×300MM",0.018,1.0,"Kg",0,0.02,0.02,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.3×300MM","Aluminium Coil 0.3×300MM","","","",0.018,"",0,0.018,"Kg","5gkif3crar",0.0,0.0,1.0,0.0,"Turbu Forming & Cutting",0,0.0,"",0.0,0.0,"Turbu Forming",1.0,"","",1,0,"","Turbulator Forming and Cutting","","","","","","","","","","krkib5h4mg",0.018,"Aluminium Coil 0.3×300MM","",1,"Aluminium Coil 0.3×300MM","Aluminium Coil 0.3×300MM","",0.018,1.0,"",0,0.018,"Kg"
"BOM-Tube sheet for RAD 0.6*110*1021-001","R215 RAD Tube Sheet 0.6*110*1021","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398R-A01","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.18,0.0,0.18,0.18,"Tube sheet for RAD 0.6*110*1021","Tube sheet for RAD 0.6*110*1021",0,0,"",0,"bom-tube-sheet-for-rad-0.6*110*1021-001","","",0,1,"","","","","5gjpksbgs8","Aluminium Coil 0.6*110MM",0.184,1.0,"Kg",0,0.18,0.18,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.6*110MM Thk","Aluminium Coil 0.6*110MM","","","",0.184,"",0,0.184,"Kg","5gj0r2ar0n",0.0,0.0,1.0,0.0,"Tube Sheet Cutting",0,0.0,"",0.0,0.0,"Tube Sheet Cutting",1.0,"","",1,0,"","Cut To Length","","","","","","","","","","pvocm9abfj",0.184,"Aluminium Coil 0.6*110MM Thk","",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","",0.184,1.0,"",0,0.184,"Kg"
"BOM-Tube Sheet for OC 0.7*110*1021-001","R215 OC Tube Sheet 0.7*110*1021","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398OC-A01","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.22,0.0,0.22,0.22,"Tube Sheet for OC 0.7*110*1021","Tube Sheet for OC 0.7*110*1021",0,0,"",0,"bom-tube-sheet-for-oc-0.7*110*1021-001","","",0,1,"","","","","5gjabe7e0p","Aluminium Coil 0.7*110",0.215,1.0,"Kg",0,0.22,0.22,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.7*110","Aluminium Coil 0.7*110","","","",0.215,"",0,0.215,"Kg","5gjr7ba4uq",0.0,0.0,1.0,0.0,"Tube Sheet Cutting",0,0.0,"",0.0,0.0,"Tube Sheet Cutting",1.0,"","",1,0,"","Cut To Length","","","","","","","","","","omumbs20m6",0.215,"Aluminium Coil 0.7*110","",1,"Aluminium Coil 0.7*110","Aluminium Coil 0.7*110","",0.215,1.0,"",0,0.215,"Kg"
"BOM-R215 Tube Sheet For CAC 0.6*110*941-001","R215 Tube Sheet For CAC 0.6*110*941","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398CAC-A01","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.17,"R215 Tube Sheet For CAC 0.6*110*941","Tube Sheet For CAC 0.6*110*941",0,0,"",0,"bom-r215-tube-sheet-for-cac-0.6*110*941-001","","",0,1,"","","","","5gjoed6dj9","Aluminium Coil 0.6*110MM",0.17,1.0,"Kg",0,0.17,0.17,1.0,"",1.0,0,0,"",1,1,"Aluminium Coil 0.6*110MM Thk","Aluminium Coil 0.6*110MM","","","",0.17,"",0,0.17,"Kg","5gjjosmvr0",0.0,0.0,1.0,0.0,"Tube Sheet Cutting",0,0.0,"",0.0,0.0,"Tube Sheet Cutting",1.0,"","",1,0,"","Cut To Length","","","","","","","","","","oahah9cu4o",0.17,"Aluminium Coil 0.6*110MM Thk","",1,"Aluminium Coil 0.6*110MM","Aluminium Coil 0.6*110MM","",0.17,1.0,"",0,0.17,"Kg"
"BOM-R215 Top Flyscreen Wire Mash 903X554-001","R215 Top Flyscreen Wire Mash 903X554","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G08","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.33,"R215 Top Flyscreen Wire Mesh 903X554","R215 Top Flyscreen Wire Mash 903X554",0,0,"",0,"bom-r215-top-flyscreen-wire-mash-903x554-001","","",0,1,"","","","","5gi87ht9lf","MS",0.33,1.0,"Kg",0,0.33,0.33,1.0,"",1.0,0,0,"",1,1,"MS","MS","","","",0.33,"",0,0.33,"Kg","5giu9p59cn",0.0,0.0,1.0,0.0,"Rolling & Cutting",0,0.0,"",0.0,0.0,"Rolling & Cutting",1.0,"","",1,0,"","Manual Rolling and Cutting","","","","","","","","","","igeh4t1ajc",0.33,"MS","",1,"MS","MS","",0.33,1.0,"",0,0.33,"Kg"
"BOM-R215 Top Flyscreen Covering Plate 910X30X1-001","R215 Top Flyscreen Covering Plate 910X30X1","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G07","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.21,0.0,0.21,0.21,"R215 Top Flyscreen Covering Plate 910X30X1","R215 Top Flyscreen Covering Plate 910X30X1",0,0,"",0,"bom-r215-top-flyscreen-covering-plate-910x30x1-001","","",0,1,"","","","","5gi1sj1oab","MS – 1 MM Thk",0.214,1.0,"Kg",0,0.21,0.21,1.0,"",1.0,0,0,"",1,1,"MS – 1 MM Thk","MS – 1 MM Thk","","","",0.214,"",0,0.214,"Kg","5gidd4qv18",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","f5rgusfeel",0.214,"MS – 1 MM Thk","",1,"MS – 1 MM Thk","MS – 1 MM Thk","",0.214,1.0,"",0,0.214,"Kg"
"BOM-R215 Top Flyscreen Center Plate 533X102-001","R215 Top Flyscreen Center Plate 533X102","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-G05","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","INR",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.08,0.08,"R215 Top Flyscreen Center Plate 533X102","R215 Top Flyscreen Center Plate 533X102",0,0,"",0,"bom-r215-top-flyscreen-center-plate-533x102-001","","",0,1,"","","","","5gij1r0ioo","MS – 2MM Thk",0.084,1.0,"Kg",0,0.08,0.08,1.0,"",1.0,0,0,"",1,1,"MS – 2MM Thk","MS – 2MM Thk","","","",0.084,"",0,0.084,"Kg","5giopdavjc",0.0,0.0,1.0,0.0,"Shearing (W) Operation",0,0.0,"",0.0,0.0,"Shearing",1.0,"","",1,0,"","Shearing Machine","","","","","","","","","","dmgqqd10k7",0.084,"MS – 2MM Thk","",1,"MS – 2MM Thk","MS – 2MM Thk","",0.084,1.0,"",0,0.084,"Kg"
"BOM-R215 Top Flyscreen Assembly-001","R215 Top Flyscreen Assembly","Teksons Pvt Ltd",1.0,"","INR",1.0,"AL-PP-0398C-H13","Nos",1,1,0,1,"","","Valuation Rate","Standard Buying","",1.0,1,"Work Order","",0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,4.62,0.0,4.62,4.62,"R215 Top Flyscreen Assembly","Top Flyscreen Assembly",0,0,"",0,"bom-r215-top-flyscreen-assembly-001","","",0,1,"","","","","5gherhnf41","R215 Top Flyscreen Wire Mash 903X554",1.0,0.33,"Nos",0,0.33,0.33,0.33,"BOM-R215 Top Flyscreen Wire Mash 903X554-001",1.0,0,0,"",1,1,"R215 Top Flyscreen Wire Mash 903X554","R215 Top Flyscreen Wire Mesh 903X554","","","",1.0,"",0,1.0,"Nos","5ghlqv03b1",0.0,0.0,1.0,0.0,"Assembly",0,0.0,"",0.0,0.0,"Assembly",1.0,"","",1,0,"","RA Assembly","","","","","","","","","","lg5qr4ig8c",0.33,"MS","",1,"MS","MS","",0.33,1.0,"",0,0.33,"Kg"
